step,episode,ep_reward,ep_length,ep_kills,ep_max_x,died
86099,4170,16.65,21,2,345.9,1
86118,4171,14.70,19,0,319.5,1
86129,4172,3.25,11,0,151.7,1
86149,4173,18.98,20,1,381.5,1
86162,4174,6.25,13,0,195.0,1
86189,4175,38.63,27,2,669.4,1
86210,4176,14.48,21,0,316.2,1
86223,4177,2.19,13,0,135.3,1
86236,4178,1.51,13,0,125.2,1
86257,4179,24.88,21,1,468.0,1
86277,4180,12.94,20,0,294.6,1
86289,4181,4.22,12,1,164.1,1
86310,4182,17.01,21,1,352.5,1
86331,4183,12.60,21,1,288.0,1
86343,4184,2.47,12,0,139.4,1
86355,4185,-3.39,12,0,54.4,1
86368,4186,6.25,13,0,195.0,1
86390,4187,30.98,22,0,558.7,1
86402,4188,-0.31,12,0,98.8,1
86414,4189,4.99,12,0,177.0,1
86438,4190,30.11,24,0,546.7,1
86451,4191,6.25,13,0,195.0,1
86463,4192,4.72,12,1,171.5,1
86499,4193,50.28,36,2,841.7,1
86511,4194,5.57,12,0,186.2,1
86523,4195,1.68,12,1,127.0,1
86554,4196,35.59,31,1,626.0,1
86567,4197,4.19,13,0,164.6,1
86588,4198,17.40,21,0,359.5,1
86613,4199,31.73,25,1,569.5,1
86637,4200,26.46,24,0,493.0,1
86658,4201,21.97,21,0,426.2,1
86694,4202,52.63,36,2,876.2,1
86706,4203,6.89,12,0,204.4,1
86719,4204,6.25,13,0,195.0,1
86740,4205,17.64,21,2,360.5,1
86771,4206,39.46,31,1,683.0,1
86792,4207,12.74,21,0,291.0,1
86813,4208,17.41,21,1,358.4,1
86826,4209,6.25,13,0,195.0,1
86838,4210,-0.37,12,0,98.1,1
86850,4211,3.08,12,0,148.9,1
86870,4212,13.10,20,0,296.3,1
86881,4213,0.94,11,0,117.5,1
86902,4214,16.21,21,2,339.4,1
86922,4215,18.51,20,0,375.2,1
86935,4216,3.63,13,0,156.4,1
86948,4217,4.66,13,0,171.5,1
86969,4218,20.88,21,0,410.4,1
86981,4219,3.02,12,0,148.4,1
86993,4220,5.44,12,0,183.4,1
87011,4221,10.18,18,0,253.0,1
87032,4222,28.82,21,0,527.2,1
87045,4223,5.19,13,0,179.4,1
87071,4224,22.54,26,0,434.8,1
87096,4225,33.30,25,0,593.9,1
87109,4226,9.46,13,0,242.1,1
87122,4227,3.46,13,0,153.9,1
87147,4228,21.31,25,1,416.6,1
87177,4229,30.57,30,1,552.4,1
87196,4230,11.95,19,0,279.0,1
87209,4231,6.25,13,0,195.0,1
87225,4232,18.53,16,0,376.4,1
87248,4233,27.12,23,0,501.8,1
87260,4234,5.51,12,0,184.0,1
87272,4235,5.06,12,0,177.8,1
87293,4236,12.66,21,0,289.6,1
87306,4237,8.74,13,0,232.5,1
87340,4238,48.10,34,1,809.7,1
87351,4239,1.76,11,1,127.9,1
87362,4240,-0.13,11,0,101.8,1
87374,4241,0.71,12,0,113.8,1
87387,4242,6.25,13,0,195.0,1
87409,4243,22.47,22,0,434.0,1
87420,4244,5.78,11,0,188.7,1
87455,4245,51.42,35,2,858.4,1
87472,4246,18.59,17,0,376.7,1
87485,4247,3.00,13,0,147.1,1
87506,4248,14.68,21,1,318.0,1
87519,4249,4.19,13,0,164.6,1
87550,4250,38.04,31,1,662.1,1
87562,4251,-0.55,12,0,94.9,1
87586,4252,26.58,24,0,495.1,1
87605,4253,14.97,19,0,324.0,1
87624,4254,11.97,19,0,279.1,1
87645,4255,17.39,21,2,356.9,1
87666,4256,15.50,21,1,330.0,1
87678,4257,4.11,12,1,162.8,1
87691,4258,3.60,13,0,156.3,1
87711,4259,9.24,20,0,238.9,1
87737,4260,24.48,26,1,462.7,1
87750,4261,6.25,13,0,195.0,1
87774,4262,26.53,24,0,493.2,1
87809,4263,52.39,35,2,872.7,1
87822,4264,0.88,13,0,116.8,1
87842,4265,12.53,20,0,287.3,1
87855,4266,3.03,13,0,147.7,1
87876,4267,14.66,21,1,317.7,1
87910,4268,48.10,34,1,809.7,1
87929,4269,13.65,19,0,304.1,1
87953,4270,37.21,24,2,648.3,1
87974,4271,16.47,21,0,345.5,1
87987,4272,5.15,13,0,178.8,1
87991,4273,-8.08,4,0,0.8,1
88004,4274,6.25,13,0,195.0,1
88023,4275,13.65,19,0,304.1,1
88048,4276,29.40,25,2,533.7,1
88061,4277,4.26,13,0,165.7,1
88074,4278,8.96,13,0,235.4,1
88087,4279,6.25,13,0,195.0,1
88111,4280,28.32,24,1,518.8,1
88124,4281,5.19,13,0,179.4,1
88145,4282,15.55,21,1,330.8,1
88166,4283,15.17,21,1,325.1,1
88187,4284,24.50,21,0,463.4,1
88206,4285,13.64,19,0,303.9,1
88219,4286,6.25,13,0,195.0,1
88232,4287,7.34,13,0,211.0,1
88245,4288,6.25,13,0,195.0,1
88258,4289,4.32,13,0,166.6,1
88271,4290,3.56,13,0,156.3,1
88283,4291,1.92,12,0,131.6,1
88296,4292,5.19,13,0,179.4,1
88308,4293,2.96,12,0,146.5,1
88326,4294,24.42,18,0,463.3,1
88339,4295,6.25,13,0,195.0,1
88351,4296,3.57,12,0,156.1,1
88370,4297,22.71,19,0,437.2,1
88383,4298,4.39,13,0,167.6,1
88396,4299,2.42,13,1,137.9,1
88427,4300,37.00,31,1,646.8,1
88448,4301,16.09,21,1,338.9,1
88486,4302,47.76,38,1,805.7,1
88499,4303,6.25,13,0,195.0,1
88510,4304,2.47,11,0,139.7,1
88522,4305,4.65,12,0,171.7,1
88535,4306,3.03,13,0,147.7,1
88559,4307,26.89,24,1,498.4,1
88572,4308,4.07,13,0,162.9,1
88607,4309,51.59,35,2,861.0,1
88626,4310,25.46,19,0,477.7,1
88660,4311,48.10,34,1,809.7,1
88673,4312,5.19,13,0,179.4,1
88686,4313,2.42,13,0,138.7,1
88720,4314,48.10,34,1,809.7,1
88733,4315,5.15,13,0,178.8,1
88746,4316,7.17,13,0,209.0,1
88759,4317,4.39,13,0,167.6,1
88778,4318,11.00,19,0,265.1,1
88791,4319,6.25,13,0,195.0,1
88804,4320,0.21,13,0,106.1,1
88817,4321,6.25,13,0,195.0,1
88830,4322,6.25,13,0,195.0,1
88855,4323,30.11,25,0,546.8,1
88866,4324,0.46,11,0,110.5,1
88879,4325,1.83,13,0,130.9,1
88891,4326,6.51,12,0,199.0,1
88904,4327,6.25,13,0,195.0,1
88917,4328,7.59,13,0,214.6,1
88929,4329,5.08,12,0,178.6,1
88942,4330,3.03,13,0,147.7,1
88955,4331,6.25,13,0,195.0,1
88968,4332,6.25,13,0,195.0,1
88981,4333,6.25,13,0,195.0,1
88994,4334,6.25,13,0,195.0,1
89007,4335,6.25,13,0,195.0,1
89018,4336,1.60,11,0,126.6,1
89037,4337,17.96,19,1,367.1,1
89049,4338,-1.06,12,0,87.5,1
89074,4339,30.11,25,0,546.8,1
89087,4340,5.99,13,0,191.2,1
89100,4341,4.13,13,0,163.8,1
89113,4342,6.25,13,0,195.0,1
89134,4343,15.10,21,0,325.3,1
89158,4344,26.58,24,0,495.1,1
89184,4345,42.33,26,2,724.5,1
89207,4346,28.22,23,0,518.6,1
89219,4347,4.16,12,0,164.2,1
89242,4348,28.76,23,1,526.2,1
89255,4349,6.25,13,0,195.0,1
89268,4350,8.17,13,0,223.1,1
89293,4351,29.67,25,1,538.7,1
89306,4352,6.25,13,0,195.0,1
89319,4353,3.59,13,0,155.8,1
89332,4354,6.25,13,0,195.0,1
89353,4355,12.05,21,1,279.5,1
89369,4356,21.23,16,0,415.3,1
89390,4357,17.39,21,2,356.9,1
89415,4358,28.45,25,0,522.2,1
89428,4359,6.34,13,0,196.9,1
89449,4360,17.64,21,2,360.5,1
89470,4361,12.63,21,1,288.1,1
89486,4362,14.13,16,0,310.8,1
89498,4363,5.06,12,0,177.7,1
89511,4364,3.00,13,0,147.1,1
89532,4365,17.81,21,2,363.0,1
89558,4366,29.48,26,1,536.5,1
89579,4367,22.50,21,0,434.2,1
89614,4368,47.11,35,1,795.2,1
89627,4369,5.85,13,0,189.4,1
89652,4370,25.77,25,2,480.0,1
89677,4371,28.68,25,1,524.1,1
89689,4372,5.75,12,0,187.9,1
89702,4373,3.70,13,0,157.8,1
89723,4374,13.60,21,0,303.6,1
89747,4375,27.16,24,0,502.5,1
89760,4376,6.25,13,0,195.0,1
89771,4377,4.35,11,1,166.0,1
89784,4378,6.25,13,0,195.0,1
89796,4379,6.50,12,0,199.9,1
89821,4380,30.11,25,0,546.8,1
89846,4381,25.80,25,2,480.5,1
89859,4382,5.10,13,0,178.9,1
89877,4383,21.52,18,0,420.2,1
89897,4384,30.09,20,0,545.8,1
89910,4385,4.33,13,0,166.8,1
89923,4386,2.88,13,1,144.4,1
89944,4387,16.21,21,2,339.4,1
89966,4388,28.67,22,0,524.7,1
90000,4389,48.10,34,1,809.7,1
90012,4390,5.70,12,0,187.8,1
90033,4391,14.79,21,1,319.6,1
90046,4392,6.25,13,0,195.0,1
90065,4393,9.43,19,0,242.1,1
90077,4394,3.17,12,0,149.9,1
90098,4395,17.46,21,1,359.4,1
90109,4396,2.12,11,0,134.2,1
90122,4397,4.39,13,0,167.6,1
90134,4398,5.72,12,0,187.1,1
90157,4399,25.44,23,1,477.0,1
90170,4400,6.25,13,0,195.0,1
90191,4401,15.03,21,1,323.7,1
90204,4402,6.25,13,0,195.0,1
90217,4403,6.25,13,0,195.0,1
90229,4404,8.64,12,0,230.3,1
90242,4405,6.10,13,0,192.8,1
90255,4406,4.39,13,0,167.6,1
90268,4407,5.19,13,0,179.4,1
90280,4408,0.97,12,0,118.5,1
90300,4409,22.47,20,1,433.1,1
90327,4410,35.15,27,2,618.6,1
90340,4411,8.86,13,0,234.3,1
90352,4412,3.50,12,0,155.0,1
90371,4413,17.61,19,0,362.9,1
90383,4414,3.26,12,0,152.1,1
90396,4415,4.19,13,0,164.6,1
90416,4416,28.51,20,1,521.6,1
90435,4417,23.88,19,1,453.3,1
90448,4418,5.19,13,0,179.4,1
90460,4419,4.03,12,0,163.2,1
90472,4420,2.97,12,0,147.3,1
90491,4421,13.22,19,0,297.8,1
90504,4422,5.19,13,0,179.4,1
90524,4423,17.68,20,1,362.4,1
90537,4424,6.25,13,0,195.0,1
90558,4425,15.52,21,0,331.6,1
90579,4426,15.17,21,1,325.1,1
90591,4427,1.44,12,0,124.6,1
90604,4428,4.19,13,0,164.6,1
90622,4429,22.69,18,0,437.7,1
90640,4430,10.05,18,0,250.9,1
90662,4431,25.90,22,0,484.5,1
90673,4432,4.19,11,1,163.7,1
90707,4433,48.10,34,1,809.7,1
90732,4434,30.11,25,0,546.8,1
90752,4435,24.05,20,0,457.0,1
90773,4436,23.74,21,0,452.4,1
90785,4437,7.86,12,0,219.5,1
90798,4438,6.25,13,0,195.0,1
90821,4439,33.04,23,0,588.9,1
90846,4440,30.11,25,0,546.8,1
90859,4441,4.32,13,0,166.6,1
90870,4442,1.23,11,0,121.7,1
90900,4443,27.85,30,1,511.6,1
90935,4444,51.24,35,2,855.7,1
90960,4445,30.11,25,0,546.8,1
90996,4446,52.63,36,2,876.2,1
91017,4447,14.74,21,1,318.8,1
91030,4448,4.19,13,0,164.6,1
91042,4449,4.18,12,1,163.5,1
91061,4450,13.64,19,0,303.9,1
91073,4451,3.99,12,1,161.3,1
91098,4452,30.11,25,0,546.8,1
91111,4453,4.19,13,0,164.6,1
91124,4454,9.02,13,0,236.6,1
91137,4455,5.19,13,0,179.4,1
91162,4456,30.11,25,0,546.8,1
91197,4457,50.86,35,1,850.3,1
91210,4458,6.25,13,0,195.0,1
91232,4459,27.98,22,0,514.5,1
91243,4460,3.73,11,0,157.8,1
91254,4461,2.08,11,0,134.0,1
91273,4462,13.70,19,0,304.9,1
91286,4463,4.97,13,0,176.2,1
91299,4464,6.25,13,0,195.0,1
91312,4465,6.25,13,0,195.0,1
91323,4466,3.39,11,1,152.0,1
91343,4467,21.06,20,1,411.7,1
91364,4468,14.15,21,0,311.7,1
91377,4469,6.25,13,0,195.0,1
91402,4470,32.85,25,1,586.4,1
91423,4471,30.43,21,1,549.5,1
91436,4472,6.25,13,0,195.0,1
91457,4473,14.59,21,0,317.9,1
91480,4474,28.67,23,0,525.0,1
91493,4475,4.19,13,0,164.6,1
91527,4476,48.10,34,1,809.7,1
91547,4477,22.97,20,1,439.8,1
91559,4478,2.99,12,0,147.9,1
91580,4479,17.39,21,2,356.9,1
91592,4480,4.67,12,0,172.1,1
91605,4481,6.25,13,0,195.0,1
91626,4482,17.17,21,1,354.9,1
91639,4483,4.39,13,0,167.6,1
91652,4484,5.19,13,0,179.4,1
91675,4485,26.23,23,0,488.8,1
91699,4486,28.14,24,1,516.4,1
91720,4487,19.40,21,1,387.7,1
91744,4488,34.96,24,1,616.2,1
91756,4489,2.46,12,0,139.5,1
91769,4490,0.71,13,0,113.5,1
91782,4491,5.19,13,0,179.4,1
91795,4492,6.25,13,0,195.0,1
91815,4493,22.24,20,1,429.1,1
91828,4494,6.25,13,0,195.0,1
91841,4495,6.25,13,0,195.0,1
91860,4496,20.31,19,0,401.7,1
91872,4497,1.70,12,0,128.9,1
91891,4498,20.04,19,0,398.4,1
91903,4499,9.54,12,0,243.6,1
91937,4500,48.10,34,1,809.7,1
91956,4501,7.94,19,0,219.8,1
91981,4502,30.11,25,0,546.8,1
91994,4503,6.25,13,0,195.0,1
92006,4504,-0.70,12,0,93.0,1
92019,4505,6.25,13,0,195.0,1
92032,4506,4.09,13,1,162.5,1
92064,4507,52.97,32,2,881.0,1
92076,4508,3.55,12,0,155.6,1
92088,4509,5.97,12,0,191.1,1
92100,4510,5.85,12,0,189.1,1
92113,4511,4.64,13,0,171.2,1
92134,4512,17.39,21,2,356.9,1
92160,4513,30.56,26,1,552.4,1
92173,4514,6.25,13,0,195.0,1
92207,4515,49.24,34,2,825.4,1
92220,4516,4.39,13,0,167.6,1
92233,4517,6.85,13,0,204.0,1
92252,4518,14.41,19,0,316.2,1
92276,4519,25.03,24,0,471.7,1
92289,4520,6.25,13,0,195.0,1
92302,4521,6.25,13,0,195.0,1
92323,4522,17.76,21,1,363.8,1
92336,4523,5.47,13,0,184.7,1
92370,4524,48.10,34,1,809.7,1
92383,4525,6.25,13,0,195.0,1
92396,4526,6.25,13,0,195.0,1
92409,4527,6.25,13,0,195.0,1
92440,4528,35.58,31,1,625.9,1
92453,4529,6.25,13,0,195.0,1
92466,4530,6.25,13,0,195.0,1
92479,4531,6.25,13,0,195.0,1
92492,4532,6.25,13,0,195.0,1
92502,4533,-2.54,10,0,66.5,1
92524,4534,32.33,22,0,578.4,1
92537,4535,6.25,13,0,195.0,1
92549,4536,5.83,12,0,188.8,1
92562,4537,6.25,13,0,195.0,1
92574,4538,4.33,12,1,165.7,1
92587,4539,5.19,13,0,179.4,1
92600,4540,8.50,13,0,228.1,1
92618,4541,25.16,18,0,473.0,1
92631,4542,7.28,13,0,210.1,1
92657,4543,31.15,26,0,562.3,1
92668,4544,0.29,11,0,107.3,1
92691,4545,27.54,23,1,507.1,1
92711,4546,23.32,20,0,446.3,1
92716,4547,-4.02,5,0,44.2,1
92729,4548,6.25,13,0,195.0,1
92742,4549,6.25,13,0,195.0,1
92762,4550,25.07,20,1,470.8,1
92775,4551,6.25,13,0,195.0,1
92787,4552,5.45,12,0,183.5,1
92800,4553,3.53,13,1,154.3,1
92825,4554,30.11,25,0,546.8,1
92845,4555,25.16,20,0,473.0,1
92879,4556,48.10,34,1,809.7,1
92913,4557,48.10,34,1,809.7,1
92925,4558,2.50,12,0,140.1,1
92946,4559,23.49,21,1,447.5,1
92958,4560,4.71,12,1,171.6,1
92971,4561,4.80,13,0,174.5,1
92992,4562,17.30,21,2,355.5,1
93004,4563,4.51,12,0,169.9,1
93023,4564,15.88,19,1,336.5,1
93042,4565,24.23,19,0,459.9,1
93055,4566,4.26,13,0,165.7,1
93067,4567,5.90,12,0,189.9,1
93095,4568,47.40,28,2,798.5,1
93130,4569,51.59,35,2,861.0,1
93143,4570,5.15,13,0,179.9,1
93163,4571,22.72,20,2,436.1,1
93185,4572,33.18,22,1,591.1,1
93204,4573,24.62,19,0,465.1,1
93216,4574,2.62,12,0,142.5,1
93229,4575,6.25,13,0,195.0,1
93248,4576,24.48,19,1,462.0,1
93260,4577,4.73,12,0,172.6,1
93273,4578,5.19,13,0,179.4,1
93286,4579,7.06,13,0,207.8,1
93307,4580,28.93,21,1,528.0,1
93320,4581,6.25,13,0,195.0,1
93356,4582,51.88,36,2,865.2,1
93369,4583,6.25,13,0,195.0,1
93403,4584,48.10,34,1,809.7,1
93415,4585,5.14,12,0,178.6,1
93436,4586,16.59,21,1,346.3,1
93457,4587,16.34,21,0,343.7,1
93470,4588,2.43,13,0,139.0,1
93481,4589,3.19,11,0,149.9,1
93494,4590,5.19,13,0,179.4,1
93507,4591,5.70,13,0,187.1,1
93518,4592,3.84,11,0,159.6,1
93538,4593,24.32,20,1,460.1,1
93559,4594,21.98,21,0,426.6,1
93577,4595,18.15,18,0,370.2,1
93609,4596,54.78,32,1,908.3,1
93622,4597,6.25,13,0,195.0,1
93635,4598,6.25,13,0,195.0,1
93656,4599,17.39,21,2,356.9,1
93668,4600,1.26,12,0,122.5,1
93691,4601,22.87,23,1,439.0,1
93712,4602,14.74,21,1,318.8,1
93725,4603,4.26,13,0,165.7,1
93736,4604,2.00,11,0,133.0,1
93749,4605,6.25,13,0,195.0,1
93762,4606,5.19,13,0,179.4,1
93787,4607,30.11,25,0,546.8,1
93812,4608,29.67,25,1,538.7,1
93833,4609,17.39,21,2,356.9,1
93853,4610,22.83,20,0,439.4,1
93866,4611,6.25,13,0,195.0,1
93879,4612,4.66,13,0,171.5,1
93891,4613,3.82,12,0,159.2,1
93904,4614,6.60,13,0,200.4,1
93924,4615,16.17,20,0,341.7,1
93937,4616,6.25,13,0,195.0,1
93957,4617,23.91,20,0,455.5,1
93970,4618,6.25,13,0,195.0,1
93995,4619,30.11,25,0,546.8,1
94026,4620,35.79,31,1,628.9,1
94046,4621,20.00,20,0,397.2,1
94059,4622,9.31,13,0,240.6,1
94072,4623,6.25,13,0,195.0,1
94082,4624,0.62,10,0,112.4,1
94102,4625,26.53,20,0,494.3,1
94120,4626,16.51,18,0,346.1,1
94141,4627,16.38,21,2,341.9,1
94154,4628,4.76,13,1,172.0,1
94165,4629,1.46,11,0,125.7,1
94178,4630,4.26,13,0,165.7,1
94202,4631,27.45,24,1,506.1,1
94215,4632,6.25,13,0,195.0,1
94228,4633,1.28,13,0,122.4,1
94241,4634,6.25,13,0,195.0,1
94264,4635,33.21,23,2,590.1,1
94277,4636,5.19,13,0,179.4,1
94288,4637,1.91,11,0,131.1,1
94301,4638,6.25,13,0,195.0,1
94314,4639,6.25,13,0,195.0,1
94334,4640,20.97,20,0,411.8,1
94349,4641,16.30,15,0,343.9,1
94370,4642,31.97,21,0,573.2,1
94391,4643,15.64,21,1,332.0,1
94425,4644,48.10,34,1,809.7,1
94449,4645,26.58,24,0,495.1,1
94467,4646,26.29,18,0,490.0,1
94480,4647,6.25,13,0,195.0,1
94491,4648,2.92,11,0,146.5,1
94502,4649,3.83,11,0,159.3,1
94515,4650,4.32,13,0,166.6,1
94527,4651,2.28,12,0,136.6,1
94538,4652,3.23,11,1,149.5,1
94551,4653,5.30,13,0,181.6,1
94570,4654,16.03,19,1,338.0,1
94583,4655,6.25,13,0,195.0,1
94595,4656,7.46,12,0,212.8,1
94608,4657,6.25,13,0,195.0,1
94621,4658,6.25,13,0,195.0,1
94634,4659,6.25,13,0,195.0,1
94647,4660,3.03,13,0,147.7,1
94660,4661,6.25,13,0,195.0,1
94672,4662,6.50,12,0,199.2,1
94694,4663,29.30,22,0,534.5,1
94717,4664,24.76,23,0,467.5,1
94730,4665,6.25,13,0,195.0,1
94743,4666,6.25,13,0,195.0,1
94756,4667,6.25,13,0,195.0,1
94773,4668,23.39,17,0,447.0,1
94786,4669,7.62,13,0,215.1,1
94804,4670,13.29,18,0,298.5,1
94823,4671,19.01,19,0,382.7,1
94835,4672,7.04,12,0,206.8,1
94869,4673,48.10,34,1,809.7,1
94881,4674,1.44,12,0,124.6,1
94894,4675,6.61,13,0,200.8,1
94915,4676,14.68,21,1,318.0,1
94949,4677,48.10,34,1,809.7,1
94962,4678,6.25,13,0,195.0,1
94980,4679,25.19,18,0,473.8,1
95001,4680,16.21,21,2,339.4,1
95019,4681,24.11,18,0,458.2,1
95031,4682,6.20,12,0,194.6,1
95055,4683,26.61,24,1,493.7,1
95066,4684,3.15,11,0,149.4,1
95086,4685,27.06,20,0,501.0,1
95099,4686,6.50,13,0,199.0,1
95112,4687,6.25,13,0,195.0,1
95124,4688,6.35,12,0,196.7,1
95137,4689,6.25,13,0,195.0,1
95150,4690,4.26,13,0,165.7,1
95163,4691,6.25,13,0,195.0,1
95185,4692,29.38,22,1,534.1,1
95198,4693,4.32,13,0,166.6,1
95211,4694,6.25,13,0,195.0,1
95235,4695,32.22,24,0,577.8,1
95248,4696,6.25,13,0,195.0,1
95274,4697,33.57,26,0,597.0,1
95287,4698,6.25,13,0,195.0,1
95300,4699,7.06,13,0,207.2,1
95313,4700,6.25,13,0,195.0,1
95338,4701,30.11,25,0,546.8,1
95351,4702,6.25,13,0,195.0,1
95364,4703,6.25,13,0,195.0,1
95377,4704,6.25,13,0,195.0,1
95390,4705,6.25,13,0,195.0,1
95403,4706,6.76,13,0,202.5,1
95416,4707,6.25,13,0,195.0,1
95441,4708,32.93,25,1,586.7,1
95454,4709,4.32,13,0,166.6,1
95478,4710,29.54,24,1,536.8,1
95500,4711,31.49,22,0,566.1,1
95512,4712,5.77,12,0,187.9,1
95525,4713,7.72,13,0,217.2,1
95538,4714,6.68,13,0,201.5,1
95572,4715,48.10,34,1,809.7,1
95585,4716,6.25,13,0,195.0,1
95598,4717,6.25,13,0,195.0,1
95619,4718,23.74,21,1,451.8,1
95631,4719,7.50,12,0,214.5,1
95644,4720,6.25,13,0,195.0,1
95657,4721,6.25,13,0,195.0,1
95677,4722,19.97,20,0,397.3,1
95690,4723,6.25,13,0,195.0,1
95711,4724,15.17,21,1,325.1,1
95724,4725,6.25,13,0,195.0,1
95736,4726,6.31,12,0,196.1,1
95749,4727,5.19,13,0,179.4,1
95762,4728,6.25,13,0,195.0,1
95773,4729,7.30,11,0,210.3,1
95795,4730,33.01,22,0,588.5,1
95808,4731,6.25,13,0,195.0,1
95820,4732,6.83,12,0,203.5,1
95833,4733,6.25,13,0,195.0,1
95853,4734,22.01,20,0,426.7,1
95866,4735,6.25,13,0,195.0,1
95879,4736,6.25,13,0,195.0,1
95900,4737,27.34,21,0,505.7,1
95934,4738,48.10,34,1,809.7,1
95953,4739,29.15,19,0,532.0,1
95966,4740,7.07,13,0,207.0,1
95979,4741,5.19,13,0,179.4,1
96013,4742,48.10,34,1,809.7,1
96026,4743,6.25,13,0,195.0,1
96038,4744,4.45,12,1,167.4,1
96074,4745,52.63,36,2,876.2,1
96098,4746,26.58,24,0,495.1,1
96118,4747,20.59,20,0,406.8,1
96131,4748,5.19,13,0,179.4,1
96144,4749,6.25,13,0,195.0,1
96156,4750,6.08,12,0,192.7,1
96176,4751,22.26,20,0,431.6,1
96197,4752,28.96,21,2,526.9,1
96210,4753,5.19,13,0,179.4,1
96221,4754,6.14,11,0,193.7,1
96242,4755,14.68,21,1,318.0,1
96253,4756,3.21,11,1,149.9,1
96274,4757,12.30,21,1,283.3,1
96287,4758,6.25,13,0,195.0,1
96313,4759,34.93,26,2,614.8,1
96347,4760,48.10,34,1,809.7,1
96358,4761,2.36,11,1,136.8,1
96370,4762,2.02,12,0,133.1,1
96404,4763,48.10,34,1,809.7,1
96417,4764,4.65,13,1,170.7,1
96442,4765,30.11,25,0,546.8,1
96463,4766,15.64,21,1,332.0,1
96476,4767,1.15,13,0,121.2,1
96489,4768,6.25,13,0,195.0,1
96502,4769,6.25,13,0,195.0,1
96523,4770,15.82,21,1,335.0,1
96543,4771,26.07,20,1,485.8,1
96577,4772,48.10,34,1,809.7,1
96596,4773,27.44,19,0,507.8,1
96609,4774,6.25,13,0,195.0,1
96634,4775,30.11,25,0,546.8,1
96655,4776,26.44,21,1,491.2,1
96690,4777,51.59,35,2,861.0,1
96711,4778,14.78,21,1,319.4,1
96724,4779,6.25,13,0,195.0,1
96737,4780,6.25,13,0,195.0,1
96750,4781,5.19,13,0,179.4,1
96763,4782,7.19,13,0,208.8,1
96776,4783,5.19,13,0,179.4,1
96788,4784,7.43,12,0,212.8,1
96799,4785,2.03,11,0,132.9,1
96833,4786,48.10,34,1,809.7,1
96854,4787,15.89,21,1,336.1,1
96867,4788,6.25,13,0,195.0,1
96886,4789,6.29,19,0,195.9,1
96907,4790,16.21,21,2,339.4,1
96919,4791,3.41,12,0,153.1,1
96942,4792,27.25,23,0,504.4,1
96955,4793,6.25,13,0,195.0,1
96966,4794,4.67,11,0,172.3,1
96989,4795,27.47,23,0,507.8,1
97002,4796,5.19,13,0,179.4,1
97014,4797,3.93,12,1,159.9,1
97045,4798,37.42,31,1,652.9,1
97058,4799,6.64,13,0,200.9,1
97071,4800,6.89,13,0,204.9,1
97092,4801,15.17,21,1,325.1,1
97105,4802,6.25,13,0,195.0,1
97118,4803,6.25,13,0,195.0,1
97130,4804,8.87,12,0,233.5,1
97143,4805,4.21,13,0,165.2,1
97156,4806,2.94,13,1,145.3,1
97169,4807,4.12,13,1,163.2,1
97194,4808,30.11,25,0,546.8,1
97207,4809,6.25,13,0,195.0,1
97241,4810,48.10,34,1,809.7,1
97271,4811,54.87,30,1,909.3,1
97305,4812,49.24,34,2,825.4,1
97316,4813,1.70,11,0,128.0,1
97329,4814,5.19,13,0,179.4,1
97342,4815,6.25,13,0,195.0,1
97355,4816,6.25,13,0,195.0,1
97374,4817,24.15,19,0,459.4,1
97386,4818,-0.29,12,0,98.8,1
97406,4819,28.49,20,1,521.6,1
97419,4820,7.08,13,0,207.8,1
97431,4821,4.51,12,1,169.3,1
97458,4822,36.82,27,1,644.4,1
97480,4823,28.92,22,1,527.3,1
97493,4824,6.25,13,0,195.0,1
97506,4825,5.19,13,0,179.4,1
97519,4826,6.25,13,0,195.0,1
97531,4827,5.02,12,0,177.4,1
97551,4828,27.61,20,0,509.4,1
97563,4829,8.06,12,0,221.8,1
97574,4830,0.27,11,0,107.6,1
97586,4831,3.51,12,0,154.6,1
97607,4832,17.16,21,2,353.4,1
97626,4833,27.11,19,0,503.0,1
97637,4834,1.06,11,0,119.5,1
97659,4835,24.89,22,1,469.2,1
97671,4836,1.52,12,0,126.3,1
97683,4837,3.77,12,0,158.8,1
97704,4838,14.68,21,1,318.0,1
97717,4839,1.76,13,0,128.9,1
97728,4840,2.00,11,0,132.4,1
97749,4841,26.06,21,0,486.9,1
97772,4842,27.12,23,0,501.8,1
97785,4843,6.25,13,0,195.0,1
97796,4844,4.12,11,0,163.7,1
97820,4845,32.49,24,1,580.2,1
97833,4846,6.25,13,0,195.0,1
97867,4847,48.10,34,1,809.7,1
97887,4848,24.24,20,0,459.8,1
97910,4849,23.68,23,1,450.3,1
97923,4850,5.19,13,0,179.4,1
97947,4851,29.00,24,0,530.0,1
97960,4852,6.25,13,0,195.0,1
97976,4853,18.97,16,0,383.1,1
97995,4854,20.82,19,0,409.8,1
98008,4855,6.25,13,0,195.0,1
98027,4856,11.54,19,0,273.1,1
98047,4857,28.01,20,0,514.9,1
98059,4858,-1.04,12,0,87.7,1
98072,4859,6.25,13,0,195.0,1
98084,4860,4.91,12,0,175.6,1
98097,4861,6.25,13,0,195.0,1
98108,4862,-0.71,11,0,93.1,1
98121,4863,1.87,13,0,131.7,1
98134,4864,6.25,13,0,195.0,1
98145,4865,-0.36,11,0,98.6,1
98170,4866,28.49,25,0,522.0,1
