step,episode,ep_reward,ep_length,ep_kills,ep_max_x,died
55930,2527,9.33,20,0,240.2,1
55942,2528,5.75,12,0,188.8,1
55955,2529,6.25,13,0,195.0,1
55968,2530,4.10,13,0,163.3,1
55990,2531,27.18,22,0,502.7,1
56002,2532,1.38,12,0,123.9,1
56040,2533,52.21,38,2,870.1,1
56061,2534,13.29,21,1,297.5,1
56080,2535,23.56,19,0,450.6,1
56099,2536,10.65,19,0,260.0,1
56120,2537,16.16,21,2,338.7,1
56131,2538,4.05,11,1,162.0,1
56144,2539,1.81,13,0,129.7,1
56163,2540,7.17,19,0,208.8,1
56176,2541,7.02,13,0,207.1,1
56201,2542,30.11,25,0,546.8,1
56214,2543,2.50,13,1,138.8,1
56225,2544,-0.87,11,0,90.2,1
56246,2545,15.51,21,0,332.3,1
56266,2546,7.38,20,0,211.6,1
56278,2547,6.69,12,0,201.8,1
56297,2548,27.94,19,1,513.0,1
56318,2549,14.67,21,1,317.8,1
56329,2550,2.87,11,0,145.5,1
56350,2551,19.84,21,1,394.5,1
56363,2552,5.15,13,0,178.8,1
56376,2553,-3.65,13,0,50.2,1
56397,2554,13.69,21,1,303.4,1
56418,2555,13.51,21,0,302.0,1
56430,2556,-0.05,12,0,102.2,1
56442,2557,-0.47,12,0,96.8,1
56455,2558,4.07,13,0,162.9,1
56468,2559,4.33,13,0,166.8,1
56487,2560,9.13,19,0,237.6,1
56509,2561,28.56,22,1,522.4,1
56529,2562,16.96,20,0,352.8,1
56554,2563,31.87,25,0,572.1,1
56574,2564,17.72,20,0,363.7,1
56587,2565,6.25,13,0,195.0,1
56608,2566,17.17,21,1,354.9,1
56635,2567,34.41,27,1,608.7,1
56648,2568,2.33,13,0,137.3,1
56661,2569,3.07,13,1,147.2,1
56673,2570,1.02,12,0,118.6,1
56698,2571,30.11,25,0,546.8,1
56718,2572,22.92,20,1,440.3,1
56730,2573,3.59,12,1,155.4,1
56743,2574,6.25,13,0,195.0,1
56762,2575,10.34,19,0,255.4,1
56783,2576,8.54,21,0,228.9,1
56796,2577,4.48,13,0,168.9,1
56817,2578,17.31,21,0,358.5,1
56836,2579,22.59,19,0,435.3,1
56847,2580,-2.99,11,0,59.7,1
56875,2581,29.10,28,0,531.0,1
56886,2582,3.09,11,0,148.8,1
56908,2583,22.57,22,1,434.3,1
56921,2584,6.25,13,0,195.0,1
56944,2585,23.95,23,0,455.3,1
56963,2586,9.80,19,0,247.5,1
56976,2587,6.25,13,0,195.0,1
56995,2588,10.65,19,0,260.0,1
57016,2589,14.68,21,1,318.0,1
57035,2590,21.28,19,0,416.6,1
57047,2591,6.33,12,0,196.1,1
57068,2592,14.84,21,2,319.3,1
57090,2593,25.51,22,0,478.5,1
57101,2594,2.38,11,0,138.3,1
57121,2595,21.21,20,0,415.5,1
57142,2596,14.67,21,1,317.8,1
57163,2597,13.68,21,1,303.2,1
57184,2598,13.94,21,1,307.1,1
57203,2599,12.29,19,0,284.0,1
57222,2600,12.08,19,0,281.0,1
57241,2601,11.00,19,0,265.1,1
57254,2602,4.20,13,0,164.8,1
57275,2603,12.41,21,1,284.9,1
57296,2604,14.79,21,1,319.6,1
57320,2605,29.16,24,1,531.2,1
57331,2606,-1.37,11,0,83.8,1
57365,2607,48.10,34,1,809.7,1
57378,2608,1.87,13,0,131.2,1
57391,2609,4.13,13,0,163.8,1
57411,2610,26.08,20,0,487.4,1
57437,2611,29.07,26,1,529.9,1
57458,2612,12.62,21,1,288.3,1
57470,2613,1.39,12,0,124.0,1
57489,2614,12.90,19,0,293.0,1
57510,2615,12.78,21,0,291.6,1
57528,2616,7.68,18,0,217.1,1
57540,2617,0.95,12,0,118.2,1
57553,2618,3.42,13,0,153.6,1
57573,2619,26.60,20,1,494.1,1
57594,2620,11.22,21,0,268.9,1
57618,2621,23.83,24,0,454.0,1
57630,2622,4.40,12,1,167.3,1
57651,2623,16.95,21,0,352.6,1
57672,2624,11.29,21,0,270.2,1
57684,2625,2.68,12,1,142.1,1
57705,2626,16.65,21,0,347.9,1
57724,2627,11.78,19,0,276.6,1
57745,2628,12.51,21,1,286.6,1
57766,2629,17.64,21,2,360.5,1
57777,2630,-0.44,11,0,96.5,1
57798,2631,16.96,21,2,350.6,1
57811,2632,5.15,13,0,178.8,1
57832,2633,17.14,21,2,353.2,1
57857,2634,31.04,25,1,558.6,1
57868,2635,-0.11,11,0,101.4,1
57889,2636,15.78,21,0,336.3,1
57908,2637,12.83,19,0,292.0,1
57929,2638,11.51,21,0,273.0,1
57949,2639,14.15,20,0,311.4,1
57979,2640,37.45,30,1,653.0,1
57998,2641,10.60,19,0,259.2,1
58019,2642,14.68,21,1,318.0,1
58038,2643,20.69,19,0,407.9,1
58050,2644,-1.02,12,0,88.6,1
58074,2645,31.87,24,0,572.6,1
58094,2646,13.39,20,0,301.2,1
58115,2647,16.21,21,2,339.4,1
58128,2648,6.25,13,0,195.0,1
58165,2649,51.88,37,1,865.9,1
58178,2650,5.19,13,0,179.4,1
58191,2651,6.25,13,0,195.0,1
58213,2652,22.57,22,1,434.3,1
58226,2653,6.25,13,0,195.0,1
58244,2654,26.63,18,0,494.9,1
58264,2655,15.10,20,1,324.2,1
58285,2656,14.46,21,0,316.8,1
58306,2657,9.58,21,0,244.3,1
58330,2658,26.46,24,0,493.0,1
58341,2659,0.27,11,0,107.4,1
58354,2660,6.25,13,0,195.0,1
58367,2661,3.87,13,0,159.9,1
58388,2662,14.68,21,1,318.0,1
58409,2663,13.01,21,1,293.9,1
58430,2664,14.67,21,0,319.0,1
58455,2665,29.15,25,1,531.0,1
58467,2666,2.78,12,1,143.5,1
58489,2667,22.57,22,1,434.3,1
58501,2668,1.39,12,0,123.8,1
58520,2669,11.58,19,0,273.6,1
58533,2670,0.24,13,0,107.1,1
58552,2671,28.21,19,0,517.9,1
58565,2672,4.19,13,0,164.6,1
58576,2673,-2.11,11,0,72.3,1
58597,2674,22.29,21,0,430.9,1
58610,2675,6.25,13,0,195.0,1
58623,2676,4.66,13,0,172.4,1
58644,2677,14.86,21,0,321.9,1
58657,2678,4.19,13,0,164.6,1
58688,2679,38.21,31,1,664.5,1
58706,2680,17.29,18,0,358.2,1
58732,2681,36.64,26,1,641.2,1
58743,2682,1.46,11,1,124.4,1
58756,2683,2.67,13,0,142.3,1
58777,2684,14.29,21,0,313.5,1
58789,2685,-1.56,12,0,96.3,1
58802,2686,-2.79,13,0,63.1,1
58815,2687,4.14,13,0,164.0,1
58828,2688,5.60,13,0,185.4,1
58860,2689,53.90,32,1,895.0,1
58895,2690,48.39,35,1,814.9,1
58916,2691,12.49,21,1,286.3,1
58927,2692,-1.21,11,0,85.2,1
58940,2693,3.03,13,0,147.7,1
58964,2694,28.38,24,0,520.4,1
58977,2695,5.19,13,0,179.4,1
58990,2696,5.15,13,0,178.8,1
59015,2697,33.09,25,1,588.7,1
59038,2698,22.87,23,0,439.3,1
59063,2699,29.67,25,1,538.7,1
59076,2700,4.34,13,0,167.5,1
59093,2701,14.40,17,0,314.7,1
59106,2702,3.46,13,0,153.9,1
59118,2703,0.81,12,0,115.0,1
59153,2704,51.28,35,2,856.4,1
59174,2705,9.78,21,0,247.1,1
59187,2706,6.25,13,0,195.0,1
59212,2707,26.35,25,0,490.6,1
59223,2708,0.18,11,0,106.2,1
59236,2709,-1.84,13,0,76.6,1
59248,2710,3.01,12,1,147.2,1
59261,2711,-4.66,13,0,35.1,1
59273,2712,2.78,12,1,143.0,1
59285,2713,4.24,12,0,166.2,1
59319,2714,49.24,34,2,825.4,1
59332,2715,6.25,13,0,195.0,1
59356,2716,26.68,24,1,495.0,1
59374,2717,23.87,18,0,454.1,1
59385,2718,1.21,11,0,120.8,1
59398,2719,6.25,13,0,195.0,1
59419,2720,11.12,21,0,267.7,1
59438,2721,12.20,19,0,282.8,1
59451,2722,5.15,13,0,178.8,1
59464,2723,3.03,13,0,147.7,1
59477,2724,5.06,13,1,176.8,1
59502,2725,29.41,25,1,535.7,1
59525,2726,22.11,23,0,428.2,1
59549,2727,23.12,24,1,442.3,1
59570,2728,12.43,21,1,285.5,1
59581,2729,-1.47,11,0,81.4,1
59602,2730,18.09,21,0,369.1,1
59615,2731,5.19,13,0,179.4,1
59635,2732,12.27,20,0,284.0,1
59659,2733,29.54,24,1,536.8,1
59671,2734,5.05,12,0,177.7,1
59683,2735,6.27,12,0,196.1,1
59714,2736,38.76,31,1,672.1,1
59733,2737,25.10,19,0,472.8,1
59746,2738,3.87,13,0,159.9,1
59765,2739,13.74,19,0,305.5,1
59778,2740,4.19,13,0,164.6,1
59800,2741,28.35,22,1,519.2,1
59811,2742,4.14,11,0,163.9,1
59824,2743,4.58,13,1,169.8,1
59845,2744,13.90,21,0,308.0,1
59866,2745,17.17,21,1,354.9,1
59901,2746,49.18,35,3,824.5,1
59914,2747,6.25,13,0,195.0,1
59927,2748,3.57,13,0,155.6,1
59952,2749,31.00,25,1,558.3,1
59971,2750,10.23,19,0,253.8,1
59984,2751,2.75,13,0,143.7,1
60004,2752,29.99,20,0,544.0,1
60029,2753,30.11,25,0,546.8,1
60042,2754,4.26,13,0,165.7,1
60063,2755,15.17,21,1,325.1,1
60076,2756,6.25,13,0,195.0,1
60088,2757,2.47,12,0,139.3,1
60101,2758,6.25,13,0,195.0,1
60113,2759,4.32,12,0,166.8,1
60124,2760,-1.20,11,0,85.4,1
60143,2761,10.95,19,0,265.0,1
60164,2762,14.81,21,0,321.7,1
60177,2763,7.93,13,0,219.6,1
60190,2764,5.34,13,0,181.6,1
60214,2765,26.09,24,2,485.7,1
60238,2766,29.06,24,1,529.6,1
60250,2767,-1.61,12,0,79.7,1
60262,2768,0.40,12,0,109.5,1
60275,2769,4.32,13,0,166.6,1
60299,2770,35.41,24,0,625.0,1
60312,2771,2.95,13,0,146.7,1
60325,2772,4.13,13,0,163.8,1
60354,2773,23.34,29,1,446.1,1
60366,2774,2.86,12,1,144.1,1
60379,2775,3.72,13,0,157.8,1
60404,2776,30.11,25,0,546.8,1
60422,2777,24.87,18,0,470.0,1
60443,2778,14.78,21,1,319.4,1
60456,2779,3.13,13,1,148.0,1
60497,2780,51.05,41,3,851.1,1
60531,2781,48.10,34,1,809.7,1
60551,2782,18.51,20,1,374.8,1
60562,2783,-0.16,11,0,101.3,1
60583,2784,17.83,21,1,365.4,1
60604,2785,12.93,21,0,293.5,1
60617,2786,4.50,13,0,169.2,1
60638,2787,12.49,21,1,286.4,1
60659,2788,15.75,21,0,335.9,1
60680,2789,13.83,21,0,306.7,1
60693,2790,5.15,13,0,178.8,1
60706,2791,3.13,13,0,150.0,1
60726,2792,13.63,20,2,301.5,1
60739,2793,4.28,13,1,165.5,1
60750,2794,0.60,11,0,112.1,1
60767,2795,22.02,17,0,426.9,1
60786,2796,8.23,19,0,224.4,1
60820,2797,49.24,34,2,825.4,1
60844,2798,28.38,24,0,520.4,1
60865,2799,9.88,21,0,248.6,1
60877,2800,7.42,12,0,212.5,1
60890,2801,9.23,13,0,239.3,1
60901,2802,3.92,11,0,161.0,1
60914,2803,-0.05,13,0,102.6,1
60927,2804,4.04,13,0,162.8,1
60940,2805,6.25,13,0,195.0,1
60958,2806,15.88,18,0,336.6,1
60979,2807,12.62,21,1,288.3,1
61000,2808,17.21,21,2,354.1,1
61013,2809,6.25,13,0,195.0,1
61034,2810,15.60,21,1,331.7,1
61047,2811,3.03,13,0,147.7,1
61072,2812,30.11,25,0,546.8,1
61091,2813,10.00,19,0,250.3,1
61116,2814,30.11,25,0,546.8,1
61129,2815,4.39,13,0,167.6,1
61142,2816,3.58,13,0,156.2,1
61163,2817,14.62,21,0,318.7,1
61176,2818,4.08,13,1,162.4,1
61195,2819,22.27,19,0,431.5,1
61208,2820,6.25,13,0,195.0,1
61220,2821,1.00,12,0,117.8,1
61239,2822,6.63,19,0,200.8,1
61252,2823,5.19,13,0,179.4,1
61273,2824,17.70,21,1,362.9,1
61294,2825,14.10,21,0,310.9,1
61307,2826,6.25,13,0,195.0,1
61320,2827,3.77,13,0,158.4,1
61341,2828,12.67,21,2,288.6,1
61354,2829,3.42,13,0,153.4,1
61373,2830,13.22,19,0,297.8,1
61386,2831,5.19,13,0,179.4,1
61407,2832,26.16,21,0,487.8,1
61428,2833,23.98,21,2,454.6,1
61448,2834,24.61,20,0,465.8,1
61479,2835,38.76,31,1,672.1,1
61492,2836,5.15,13,0,178.8,1
61505,2837,6.25,13,0,195.0,1
61518,2838,-1.04,13,0,87.8,1
61537,2839,9.98,19,0,250.1,1
61558,2840,21.74,21,0,422.8,1
61571,2841,0.33,13,0,107.8,1
61592,2842,25.16,21,0,473.3,1
61604,2843,2.58,12,0,141.2,1
61622,2844,22.11,18,0,428.5,1
61635,2845,4.19,13,0,164.6,1
61648,2846,7.11,13,0,207.6,1
61667,2847,9.43,19,0,242.0,1
61680,2848,4.13,13,0,163.8,1
61701,2849,17.64,21,2,360.5,1
61737,2850,52.63,36,2,876.2,1
61769,2851,47.77,32,1,804.6,1
61790,2852,16.65,21,2,345.9,1
61801,2853,0.56,11,0,112.5,1
61826,2854,27.90,25,1,513.2,1
61839,2855,4.26,13,0,165.7,1
61858,2856,8.52,19,0,228.3,1
61875,2857,25.08,17,0,472.4,1
61888,2858,6.25,13,0,195.0,1
61909,2859,14.79,21,1,319.6,1
61921,2860,1.34,12,0,123.3,1
61934,2861,0.85,13,0,116.1,1
61955,2862,13.05,21,1,294.0,1
61976,2863,26.66,21,1,494.2,1
61989,2864,4.26,13,0,165.7,1
62007,2865,13.06,18,0,295.7,1
62019,2866,5.56,12,0,185.1,1
62032,2867,3.56,13,1,155.6,1
62051,2868,11.17,19,0,267.5,1
62064,2869,4.48,13,0,168.9,1
62077,2870,4.40,13,0,167.8,1
62090,2871,4.32,13,0,166.6,1
62103,2872,7.01,13,0,207.1,1
62122,2873,8.08,19,0,221.8,1
62143,2874,14.93,21,1,321.6,1
62155,2875,2.50,12,0,140.4,1
62168,2876,5.21,13,0,180.2,1
62181,2877,6.25,13,0,195.0,1
62203,2878,20.09,22,0,398.8,1
62216,2879,8.38,13,0,227.2,1
62227,2880,-1.38,11,0,82.7,1
62239,2881,3.32,12,0,152.8,1
62251,2882,2.13,12,0,134.4,1
62285,2883,48.10,34,1,809.7,1
62297,2884,7.03,12,0,206.7,1
62309,2885,1.80,12,0,129.6,1
62327,2886,18.63,18,0,378.2,1
62340,2887,5.94,13,0,191.3,1
62361,2888,13.50,21,1,300.6,1
62374,2889,5.19,13,0,179.4,1
62386,2890,3.50,12,0,155.2,1
62407,2891,13.18,21,1,295.8,1
62441,2892,48.10,34,1,809.7,1
62454,2893,6.25,13,0,195.0,1
62475,2894,17.76,21,1,363.8,1
62499,2895,21.60,24,2,419.6,1
62518,2896,13.50,19,0,301.8,1
62530,2897,2.36,12,0,137.8,1
62542,2898,2.04,12,0,133.1,1
62561,2899,17.62,19,0,362.5,1
62582,2900,14.79,21,1,319.6,1
62595,2901,7.82,13,0,218.3,1
62616,2902,14.68,21,1,318.0,1
62629,2903,0.69,13,0,113.2,1
62652,2904,22.29,23,0,430.9,1
62665,2905,6.25,13,0,195.0,1
62677,2906,3.03,12,0,147.9,1
62690,2907,2.93,13,0,146.1,1
62715,2908,30.11,25,0,546.8,1
62728,2909,0.23,13,1,106.1,1
62740,2910,0.99,12,0,117.9,1
62761,2911,18.40,21,0,374.2,1
62792,2912,38.69,31,1,671.3,1
62804,2913,0.10,12,0,105.3,1
62825,2914,17.61,21,1,361.4,1
62845,2915,21.79,20,0,423.7,1
62866,2916,14.19,21,0,312.0,1
62877,2917,-0.18,11,0,100.3,1
62907,2918,35.91,30,2,629.5,1
62928,2919,16.21,21,2,339.4,1
62941,2920,5.15,13,0,178.8,1
62953,2921,3.72,12,0,158.9,1
62965,2922,-1.32,12,0,84.2,1
62976,2923,0.29,11,0,107.3,1
62989,2924,2.53,13,0,141.1,1
63014,2925,29.67,25,1,538.7,1
63035,2926,26.86,21,0,499.2,1
63048,2927,6.25,13,0,195.0,1
63061,2928,3.42,13,0,154.5,1
63073,2929,3.50,12,0,154.5,1
63084,2930,7.19,11,0,209.1,1
63103,2931,28.50,19,0,522.7,1
63127,2932,28.38,24,0,520.4,1
63148,2933,7.95,21,0,220.0,1
63161,2934,4.26,13,0,165.7,1
63174,2935,4.34,13,1,165.9,1
63186,2936,1.49,12,0,125.6,1
63199,2937,5.38,13,0,182.5,1
63217,2938,8.72,18,0,231.3,1
63235,2939,11.88,18,0,277.8,1
63248,2940,4.32,13,0,166.6,1
63269,2941,19.45,21,0,389.3,1
63304,2942,49.18,35,3,824.5,1
63316,2943,6.23,12,0,194.6,1
63328,2944,1.05,12,0,119.0,1
63341,2945,-0.10,13,0,102.2,1
63353,2946,1.00,12,0,117.7,1
63374,2947,17.32,21,0,358.0,1
63392,2948,6.80,18,0,204.2,1
63415,2949,21.25,23,1,414.5,1
63434,2950,10.62,19,0,259.5,1
63446,2951,4.29,12,0,166.5,1
63467,2952,17.16,21,2,353.4,1
63479,2953,0.54,12,0,111.8,1
63499,2954,27.22,20,1,503.2,1
63520,2955,22.47,21,0,433.8,1
63533,2956,6.25,13,0,195.0,1
63546,2957,3.03,13,0,147.7,1
63569,2958,13.93,23,1,307.2,1
63582,2959,4.13,13,0,163.8,1
63603,2960,24.12,21,0,458.7,1
63616,2961,2.10,13,0,134.5,1
63637,2962,14.69,21,0,319.7,1
63649,2963,4.39,12,1,166.7,1
63668,2964,13.35,19,0,299.6,1
63681,2965,3.56,13,0,155.4,1
63694,2966,3.63,13,0,156.4,1
63714,2967,22.04,20,1,426.2,1
63726,2968,-0.49,12,0,95.8,1
63751,2969,28.65,25,1,523.7,1
63771,2970,18.02,20,1,367.0,1
63806,2971,51.38,35,2,857.8,1
63818,2972,5.65,12,0,186.4,1
63830,2973,6.17,12,0,194.1,1
63843,2974,5.05,13,0,177.6,1
63856,2975,1.40,13,0,123.6,1
63868,2976,2.81,12,0,145.2,1
63886,2977,14.64,18,0,318.3,1
63907,2978,12.75,21,1,289.9,1
63920,2979,5.19,13,0,179.4,1
63932,2980,3.07,12,0,148.1,1
63955,2981,23.69,23,1,451.0,1
63974,2982,10.55,19,0,258.5,1
63995,2983,16.37,21,2,341.8,1
64014,2984,9.69,19,0,245.8,1
64027,2985,5.47,13,0,183.4,1
64048,2986,14.53,21,0,317.0,1
64061,2987,4.19,13,0,164.6,1
64092,2988,38.69,31,1,671.3,1
64104,2989,3.45,12,1,153.4,1
64124,2990,15.20,20,0,326.6,1
64137,2991,4.19,13,0,164.6,1
64158,2992,17.55,21,2,359.2,1
64170,2993,-0.01,12,0,103.5,1
64189,2994,15.01,19,0,324.1,1
64201,2995,-0.32,12,0,99.3,1
64213,2996,1.46,12,0,124.5,1
64234,2997,15.78,21,0,336.3,1
64247,2998,5.19,13,0,179.4,1
64260,2999,6.25,13,0,195.0,1
64273,3000,5.09,13,1,177.3,1
64294,3001,17.64,21,2,360.5,1
64314,3002,12.64,20,0,288.9,1
64326,3003,1.27,12,0,122.6,1
64348,3004,21.61,22,0,421.1,1
64369,3005,17.44,21,1,358.8,1
64382,3006,3.46,13,0,154.3,1
64406,3007,26.58,24,0,495.1,1
64427,3008,14.74,21,1,318.8,1
64439,3009,1.58,12,0,126.5,1
64452,3010,6.25,13,0,195.0,1
64477,3011,30.11,25,0,546.8,1
64508,3012,35.58,31,1,625.9,1
64529,3013,28.33,21,0,519.9,1
64540,3014,2.51,11,0,140.8,1
64552,3015,0.71,12,0,114.4,1
64565,3016,5.14,13,0,178.6,1
64586,3017,13.35,21,0,299.7,1
64598,3018,4.20,12,1,163.8,1
64619,3019,15.10,21,0,325.3,1
64640,3020,13.00,21,1,293.5,1
64653,3021,0.32,13,0,107.7,1
64665,3022,2.43,12,0,139.6,1
64690,3023,27.76,25,0,512.2,1
64712,3024,32.03,22,0,574.7,1
64737,3025,30.11,25,0,546.8,1
64767,3026,37.45,30,1,653.0,1
64780,3027,4.67,13,0,172.0,1
64793,3028,9.06,13,0,236.6,1
64803,3029,-2.92,10,0,60.0,1
64827,3030,24.30,24,0,461.5,1
64848,3031,16.74,21,0,349.2,1
64869,3032,17.39,21,2,356.9,1
64890,3033,16.91,21,1,351.3,1
64921,3034,37.42,31,1,652.9,1
64933,3035,3.11,12,0,148.7,1
64968,3036,51.59,35,2,861.0,1
64988,3037,26.25,20,0,489.7,1
65000,3038,-3.78,12,0,47.7,1
65029,3039,33.28,29,1,591.7,1
65054,3040,27.55,25,0,508.2,1
65066,3041,0.86,12,0,115.7,1
65087,3042,12.51,21,0,287.3,1
65108,3043,15.61,21,0,333.2,1
65129,3044,17.16,21,2,353.4,1
65150,3045,12.27,21,1,282.8,1
65163,3046,4.32,13,0,166.6,1
65175,3047,0.09,12,0,104.7,1
65188,3048,1.23,13,0,121.1,1
65212,3049,27.77,24,0,512.5,1
65223,3050,-0.41,11,0,97.0,1
65236,3051,4.39,13,0,167.6,1
65256,3052,17.97,20,0,367.3,1
65275,3053,12.61,19,0,288.8,1
65299,3054,28.95,24,1,528.1,1
65320,3055,17.17,21,1,354.9,1
65340,3056,21.68,20,0,422.1,1
65361,3057,17.60,21,2,359.9,1
65382,3058,16.16,21,1,340.0,1
65401,3059,8.31,19,0,225.2,1
65414,3060,4.32,13,0,166.6,1
65435,3061,8.72,21,0,231.6,1
65448,3062,6.25,13,0,195.0,1
65461,3063,0.46,13,0,110.1,1
65473,3064,5.20,12,0,179.9,1
65485,3065,-0.76,12,0,93.1,1
65504,3066,5.64,19,0,186.3,1
65525,3067,15.50,21,0,331.2,1
65538,3068,4.60,13,1,170.9,1
65559,3069,13.67,21,0,304.4,1
65571,3070,5.41,12,0,182.9,1
65583,3071,2.97,12,1,146.1,1
65603,3072,12.59,20,0,288.7,1
65625,3073,29.42,22,1,535.4,1
65638,3074,6.25,13,0,195.0,1
65650,3075,-1.75,12,0,77.6,1
65662,3076,-1.09,12,1,86.1,1
65675,3077,3.03,13,0,147.6,1
65698,3078,24.14,23,1,458.2,1
65718,3079,16.36,20,1,342.6,1
65755,3080,53.62,37,2,890.8,1
65768,3081,6.25,13,0,195.0,1
65784,3082,15.37,16,0,329.4,1
65797,3083,6.25,13,0,195.0,1
65822,3084,30.11,25,0,546.8,1
65843,3085,13.37,21,0,300.0,1
65855,3086,1.16,12,0,120.1,1
65867,3087,1.58,12,0,126.3,1
65880,3088,5.27,13,0,181.1,1
65904,3089,28.95,24,1,528.1,1
65925,3090,14.30,21,0,313.7,1
65945,3091,15.06,20,0,325.7,1
65966,3092,16.21,21,2,339.4,1
65979,3093,6.77,13,0,202.9,1
65999,3094,20.90,20,0,411.3,1
66022,3095,23.46,23,0,449.3,1
66045,3096,28.36,23,0,520.2,1
66069,3097,24.31,24,0,461.7,1
66090,3098,13.23,21,1,296.8,1
66102,3099,7.01,12,0,206.4,1
66145,3100,52.35,43,2,870.9,1
66158,3101,5.19,13,0,179.4,1
66169,3102,1.39,11,0,123.5,1
66190,3103,13.62,21,1,302.3,1
66211,3104,11.08,21,1,265.3,1
66232,3105,15.70,21,1,333.2,1
66245,3106,5.19,13,0,179.4,1
66265,3107,24.31,20,0,460.8,1
66289,3108,22.91,24,0,440.0,1
66312,3109,24.56,23,1,463.6,1
66346,3110,49.24,34,2,825.4,1
66359,3111,6.25,13,0,195.0,1
66385,3112,28.21,26,1,517.5,1
66396,3113,0.07,11,0,104.7,1
66409,3114,5.00,13,0,177.1,1
66421,3115,4.77,12,0,173.2,1
66443,3116,29.82,22,1,540.6,1
66463,3117,21.78,20,1,422.9,1
66476,3118,6.20,13,0,194.2,1
66488,3119,2.57,12,0,141.4,1
66528,3120,47.74,40,2,804.0,1
66549,3121,14.43,21,0,315.6,1
66570,3122,14.71,21,1,318.4,1
66591,3123,8.58,21,0,229.1,1
66612,3124,14.22,21,0,312.5,1
66639,3125,28.39,27,2,519.4,1
66670,3126,38.93,31,1,674.6,1
66705,3127,51.42,35,2,858.4,1
66718,3128,6.25,13,0,195.0,1
66739,3129,14.78,21,1,319.4,1
66758,3130,11.50,19,0,272.5,1
66779,3131,17.02,21,1,353.6,1
66800,3132,12.72,21,1,289.7,1
66821,3133,12.04,21,1,279.4,1
66833,3134,7.19,12,0,209.9,1
66844,3135,2.32,11,0,137.2,1
66857,3136,4.32,13,0,166.6,1
66878,3137,9.70,21,0,245.7,1
66899,3138,17.64,21,2,360.5,1
66930,3139,38.76,31,1,672.1,1
66950,3140,27.23,20,1,503.4,1
66971,3141,12.59,21,1,287.3,1
66984,3142,6.25,13,0,195.0,1
67005,3143,11.63,21,1,273.4,1
67016,3144,0.50,11,0,110.9,1
67040,3145,23.88,24,0,454.2,1
67063,3146,23.49,23,1,448.0,1
67088,3147,30.80,25,0,556.1,1
67109,3148,14.66,21,0,319.0,1
67130,3149,13.58,21,0,303.0,1
67151,3150,13.94,21,1,307.0,1
67170,3151,10.88,19,0,263.3,1
67191,3152,6.97,21,0,205.9,1
67203,3153,1.25,12,1,120.4,1
67227,3154,22.46,24,0,434.0,1
67251,3155,26.58,24,0,495.1,1
67272,3156,21.80,21,1,423.5,1
67290,3157,14.07,18,0,309.9,1
67321,3158,38.92,31,1,674.5,1
67342,3159,11.92,21,1,277.7,1
67355,3160,6.25,13,0,195.0,1
67390,3161,51.61,35,2,861.2,1
67410,3162,12.45,20,0,286.5,1
67427,3163,12.55,17,0,288.3,1
67451,3164,25.74,24,1,480.9,1
67472,3165,12.91,21,1,292.0,1
67491,3166,11.53,19,0,272.9,1
67512,3167,16.67,21,0,348.2,1
67531,3168,19.85,19,0,395.0,1
67552,3169,28.75,21,1,524.9,1
67572,3170,16.89,20,0,351.4,1
67585,3171,0.80,13,0,114.8,1
67606,3172,14.81,21,1,319.9,1
67627,3173,15.23,21,0,327.3,1
67638,3174,1.86,11,0,130.7,1
67663,3175,14.70,25,1,318.9,1
67687,3176,30.22,24,0,548.0,1
67711,3177,29.16,24,1,531.2,1
67746,3178,49.18,35,3,824.5,1
67758,3179,0.75,12,0,114.6,1
67783,3180,30.11,25,0,546.8,1
67794,3181,1.31,11,0,123.2,1
67815,3182,17.39,21,2,356.9,1
67827,3183,5.13,12,0,178.4,1
67848,3184,12.79,21,0,291.5,1
67861,3185,4.79,13,1,172.8,1
67874,3186,2.43,13,0,139.6,1
67894,3187,6.81,20,0,203.8,1
67907,3188,8.01,13,0,222.0,1
67920,3189,3.77,13,0,158.8,1
67938,3190,8.76,18,0,232.5,1
67959,3191,14.75,21,0,320.2,1
67980,3192,12.30,21,1,283.2,1
68001,3193,11.61,21,1,273.1,1
68025,3194,29.54,24,1,536.8,1
68059,3195,49.24,34,2,825.4,1
68072,3196,3.13,13,0,149.6,1
68096,3197,24.19,24,0,459.9,1
68108,3198,2.97,12,0,147.8,1
68121,3199,6.25,13,0,195.0,1
68133,3200,7.45,12,0,212.7,1
68155,3201,32.39,22,1,579.3,1
68168,3202,6.25,13,0,195.0,1
68181,3203,3.49,13,1,154.5,1
68215,3204,48.10,34,1,809.7,1
68227,3205,2.55,12,0,141.7,1
68252,3206,27.89,25,0,513.2,1
68264,3207,-1.14,12,0,86.8,1
68285,3208,14.78,21,1,319.4,1
68306,3209,22.97,21,0,441.6,1
68317,3210,0.36,11,0,108.3,1
68338,3211,16.87,21,0,352.2,1
68359,3212,17.24,21,1,355.8,1
68380,3213,19.77,21,0,393.8,1
68401,3214,23.53,21,0,449.6,1
68414,3215,-0.10,13,0,101.9,1
68425,3216,-1.96,11,0,74.2,1
68446,3217,15.66,21,1,332.6,1
68467,3218,15.50,21,1,330.0,1
68488,3219,13.27,21,0,299.0,1
68519,3220,36.23,31,1,635.4,1
68540,3221,15.67,21,1,332.8,1
68561,3222,16.21,21,2,339.4,1
